bug_id,category
1357242,nobug
1357526,regression
1358712,regression
1358898,regression
1361095,nobug
1362483,regression
1363276,regression
1363315,bug_unknown_regression
1364037,regression
1364275,bug_unknown_regression
1366137,regression
1366808,regression
1368555,nobug
1368603,regression
1368713,nobug
1368948,nobug
1368958,regression
1369541,nobug
1369945,nobug
1370860,bug_unknown_regression
1371340,nobug
1373279,regression
1373548,bug_unknown_regression
1374077,bug_unknown_regression
1374571,bug_unknown_regression
1375244,nobug
1376535,nobug
1376948,nobug
1377430,regression
1377440,regression
1379037,regression
1380199,regression
1380905,regression
1381569,nobug
1382035,regression
1382125,bug_unknown_regression
1384236,nobug
1384967,regression
1387143,nobug
1387446,nobug
1388326,regression
1388727,regression
1388762,bug_unknown_regression
1388848,nobug
1388973,regression
1389241,bug_unknown_regression
1390275,bug_unknown_regression
1391422,regression
1392797,bug_unknown_regression
1394559,nobug
1395497,regression
1395504,regression
1395813,nobug
1395814,nobug
1397809,nobug
1397874,nobug
1398145,regression
1398654,regression
1398848,nobug
1399343,regression
1399866,regression
1401164,bug_unknown_regression
1401649,nobug
1401665,bug_unknown_regression
1402293,nobug
1402407,regression
1403009,regression
1403307,regression
1404433,nobug
1404469,regression
1404653,regression
1405674,regression
1405734,nobug
1406181,nobug
1406230,bug_unknown_regression
1406252,bug_unknown_regression
1406547,regression
1407604,regression
1408339,nobug
1408857,bug_unknown_regression
1409054,nobug
1409374,bug_unknown_regression
1409815,nobug
1410106,regression
1410214,nobug
1410511,regression
1410716,bug_unknown_regression
1410921,regression
1411008,regression
1411193,nobug
1411366,regression
1411539,regression
1411693,bug_unknown_regression
1413298,bug_unknown_regression
1413600,nobug
1413868,bug_no_regression
1414593,regression
1414776,nobug
1415737,bug_unknown_regression
1416649,bug_unknown_regression
1416772,regression
1416965,bug_unknown_regression
1417050,nobug
1417071,nobug
1417339,bug_unknown_regression
1417892,nobug
1418067,nobug
1418425,nobug
1418778,regression
1418874,nobug
1418971,regression
1419176,regression
1419264,bug_no_regression
1419376,regression
1419704,nobug
1419857,nobug
1420514,nobug
1420990,nobug
1421240,bug_unknown_regression
1421433,nobug
1421562,nobug
1421734,nobug
1421805,regression
1422345,regression
1422503,bug_unknown_regression
1422605,bug_unknown_regression
1422606,nobug
1422847,regression
1423011,nobug
1423770,regression
1424955,bug_unknown_regression
1425440,nobug
1425524,nobug
1425619,nobug
1425770,nobug
1425809,regression
1426669,bug_unknown_regression
1426695,bug_no_regression
1426763,nobug
1426846,bug_unknown_regression
1427586,regression
1427610,nobug
1428602,regression
1428670,regression
1428876,nobug
1428901,nobug
1429507,regression
1429583,nobug
1429790,regression
1429900,regression
1430023,nobug
1430196,bug_unknown_regression
1430397,regression
1430529,regression
1430690,regression
1430698,regression
1430869,regression
1431022,nobug
1431753,nobug
1432025,regression
1432358,regression
1432531,nobug
1432636,nobug
1432825,nobug
1432935,nobug
1433007,nobug
1433065,regression
1433073,regression
1433221,regression
1433718,nobug
1434197,regression
1434252,regression
1434391,regression
1434392,regression
1434425,nobug
1434553,regression
1434603,bug_unknown_regression
1434711,regression
1434860,nobug
1435290,bug_unknown_regression
1435589,regression
1435798,nobug
1435803,regression
1436117,regression
1436250,nobug
1436395,regression
1436504,nobug
1436569,nobug
1436626,bug_unknown_regression
1436655,nobug
1437281,regression
1437366,regression
1437417,nobug
1437638,nobug
1438143,regression
1438146,regression
1438162,bug_no_regression
1438174,regression
1438272,nobug
1438385,nobug
1438556,regression
1439236,regression
1439624,regression
1439880,null
1440652,nobug
1440886,nobug
1441131,regression
1441392,bug_unknown_regression
1441843,bug_unknown_regression
1442178,regression
1442274,regression
1442302,nobug
1442361,nobug
1442547,bug_no_regression
1442573,regression
1442829,nobug
1442913,regression
1443077,regression
1443137,regression
1443181,regression
1443355,nobug
1443436,regression
1443637,regression
1443830,regression
1443863,nobug
1443948,nobug
1444055,regression
1444171,nobug
1444228,nobug
1444231,regression
1444302,nobug
1444489,nobug
1444745,nobug
1444765,nobug
1444891,nobug
1444892,nobug
1444973,nobug
1444975,nobug
1445451,nobug
1445459,nobug
1445464,nobug
1445887,regression
1445924,nobug
1446009,nobug
1446157,nobug
1446161,nobug
1446163,nobug
1446168,nobug
1446370,regression
1446450,bug_unknown_regression
1446519,nobug
1446534,regression
1446819,regression
1446831,nobug
1446940,nobug
1446961,nobug
1447116,nobug
1447628,regression
1447629,regression
1447680,nobug
1448034,nobug
1448040,nobug
1448081,nobug
1448089,regression
1448211,regression
1448215,nobug
1448410,regression
1448420,regression
1448454,nobug
1448518,nobug
1448682,regression
1448774,regression
1448920,bug_unknown_regression
1449033,regression
1449151,regression
1449162,nobug
1449166,regression
1449171,nobug
1449251,regression
1449301,regression
1449477,nobug
1449490,nobug
1449534,regression
1449600,nobug
1449787,nobug
1449897,bug_unknown_regression
1449966,nobug
1450016,nobug
1450017,nobug
1450059,nobug
1450077,nobug
1450078,nobug
1450206,bug_unknown_regression
1450248,regression
1450293,nobug
1450360,regression
1450361,nobug
1450559,nobug
1450626,regression
1450656,regression
1450814,regression
1450832,regression
1451013,nobug
1451203,regression
1451408,nobug
1451425,nobug
1451511,nobug
1451610,regression
1451619,regression
1451683,regression
1451694,nobug
1451703,regression
1451850,nobug
1451861,nobug
1451902,nobug
1451959,nobug
1452028,regression
1452087,bug_unknown_regression
1452214,regression
1452337,regression
1452364,regression
1452392,regression
1452436,regression
1452464,regression
1452513,regression
1452560,regression
1452563,bug_unknown_regression
1452624,nobug
1452699,nobug
1452951,regression
1453030,regression
1453127,regression
1453139,regression
1453260,regression
1453281,nobug
1453702,regression
1453706,regression
1453783,nobug
1453801,regression
1453863,regression
1453886,regression
1453892,regression
1453958,nobug
1454027,regression
1454042,regression
1454112,regression
1454149,regression
1454156,regression
1454186,regression
1454187,bug_unknown_regression
1454204,regression
1454285,regression
1454352,nobug
1454407,bug_unknown_regression
1454485,regression
1454531,regression
1454598,nobug
1454638,regression
1454653,regression
1454654,regression
1454659,regression
1454674,regression
1454724,nobug
1454745,nobug
1454978,nobug
1455110,regression
1455392,nobug
1455400,nobug
1455409,regression
1455433,nobug
1455443,nobug
1455491,regression
1455562,regression
1455569,regression
1455595,regression
1455662,bug_unknown_regression
1455703,regression
1455705,regression
1455707,nobug
1455735,regression
1455743,regression
1455796,regression
1455819,regression
1455931,regression
1455999,nobug
1456035,regression
1456071,regression
1456150,regression
1456192,nobug
1456222,bug_unknown_regression
1456270,nobug
1456279,regression
1456341,nobug
1456386,regression
1456411,regression
1456426,nobug
1456451,bug_unknown_regression
1456487,regression
1456494,regression
1456524,regression
1456534,regression
1456682,nobug
1456686,nobug
1456703,nobug
1456728,regression
1456740,nobug
1456742,regression
1456923,regression
1456939,nobug
1457039,regression
1457063,regression
1457067,nobug
1457087,regression
1457102,regression
1457122,nobug
1457148,regression
1457154,regression
1457216,nobug
1457218,nobug
1457224,nobug
1457254,regression
1457284,regression
1457321,nobug
1457322,regression
1457338,regression
1457499,regression
1457500,nobug
1457510,nobug
1457555,regression
1457629,regression
1457655,regression
1457673,regression
1457698,regression
1457719,nobug
1457720,regression
1457743,regression
1457749,nobug
1457763,regression
1457780,regression
1457858,bug_unknown_regression
1457920,nobug
1457974,regression
1457988,nobug
1458025,regression
1458117,nobug
1458193,regression
1458223,regression
1458333,nobug
1458339,nobug
1458375,nobug
1458379,regression
1458386,regression
1458462,regression
1458470,bug_unknown_regression
1458471,bug_no_regression
1458553,regression
1458584,nobug
1458609,regression
1458720,regression
1458910,nobug
1459245,nobug
1459327,regression
1459335,regression
1459352,regression
1459357,nobug
1459573,nobug
1459597,regression
1459602,regression
1459610,regression
1459655,regression
1459697,regression
1459775,regression
1459858,regression
1459861,nobug
1459908,nobug
1459918,nobug
1459937,regression
1460002,nobug
1460073,regression
1460092,nobug
1460108,regression
1460180,nobug
1460188,regression
1460206,nobug
1460223,regression
1460255,nobug
1460263,regression
1460304,nobug
1460334,nobug
1460336,nobug
1460382,nobug
1460385,regression
1460394,regression
1460407,regression
1460408,bug_unknown_regression
1460416,nobug
1460526,regression
1460577,nobug
1460595,nobug
1460636,regression
1460639,regression
1460674,nobug
1460870,regression
1460939,regression
1460940,nobug
1460966,nobug
1461045,nobug
1461110,regression
1461118,regression
1461131,regression
1461231,regression
1461247,nobug
1461248,nobug
1461304,regression
1461326,nobug
1461353,bug_unknown_regression
1461388,nobug
1461418,regression
1461459,nobug
1461539,regression
1461590,regression
1461619,regression
1461812,regression
1461822,nobug
1461824,nobug
1461871,regression
1461881,regression
1461960,nobug
1462003,regression
1462029,regression
1462046,regression
1462077,regression
1462131,regression
1462344,regression
1462358,regression
1462372,nobug
1462468,nobug
1462547,regression
1462571,regression
1462653,regression
1462672,nobug
1462695,regression
1462717,regression
1462895,regression
1462903,regression
1462906,regression
1462912,regression
1462931,regression
1463019,regression
1463079,nobug
1463397,regression
1463400,bug_unknown_regression
1463439,nobug
1463450,bug_unknown_regression
1463569,nobug
1463587,nobug
1463624,regression
1463708,bug_unknown_regression
1463724,nobug
1463753,regression
1463792,regression
1463809,regression
1463817,regression
1463820,nobug
1464084,regression
1464154,regression
1464265,regression
1464328,regression
1464391,regression
1464461,nobug
1464496,nobug
1464542,nobug
1464545,nobug
1464548,nobug
1464552,nobug
1464680,nobug
1464742,regression
1464821,bug_unknown_regression
1465027,nobug
1465103,nobug
1465207,bug_unknown_regression
1465321,bug_unknown_regression
1465337,nobug
1465358,regression
1465391,bug_unknown_regression
1465462,nobug
1465490,bug_unknown_regression
1465497,bug_unknown_regression
1465528,regression
1465633,nobug
1465638,nobug
1465658,regression
1465686,regression
1465770,regression
1465777,bug_no_regression
1465992,regression
1466002,regression
1466028,nobug
1466038,nobug
1466101,regression
1466110,regression
1466124,regression
1466219,nobug
1466225,regression
1466240,regression
1466256,regression
1466299,regression
1466306,regression
1466311,regression
1466399,regression
1466510,regression
1466542,bug_no_regression
1466569,regression
1466606,regression
1466613,regression
1466806,bug_unknown_regression
1466814,regression
1466829,bug_unknown_regression
1466839,bug_unknown_regression
1466863,nobug
1466883,bug_unknown_regression
1466958,regression
1466967,regression
1466985,bug_unknown_regression
1467001,regression
1467039,regression
1467040,regression
1467044,bug_unknown_regression
1467102,regression
1467131,nobug
1467169,regression
1467173,regression
1467223,nobug
1467257,regression
1467328,regression
1467400,bug_unknown_regression
1467430,bug_unknown_regression
1467431,regression
1467452,regression
1467462,regression
1467478,bug_no_regression
1467485,regression
1467498,bug_unknown_regression
1467522,regression
1467586,nobug
1467605,regression
1467714,bug_unknown_regression
1467798,bug_unknown_regression
1467852,bug_unknown_regression
1467889,bug_unknown_regression
1467921,nobug
1467938,regression
1467964,regression
1468032,regression
1468060,regression
1468071,regression
1468080,bug_unknown_regression
1468188,regression
1468311,bug_no_regression
1468312,bug_no_regression
1468313,bug_no_regression
1468314,bug_no_regression
1468316,bug_no_regression
1468317,bug_unknown_regression
1468318,bug_unknown_regression
1468320,bug_unknown_regression
1468323,bug_no_regression
1468327,bug_unknown_regression
1468341,bug_no_regression
1468343,regression
1468381,regression
1468401,regression
1468457,regression
1468464,bug_unknown_regression
1468465,regression
1468485,bug_no_regression
1468486,bug_no_regression
1468529,nobug
1468656,bug_unknown_regression
1468673,nobug
1468692,bug_unknown_regression
1468700,bug_unknown_regression
1468711,bug_unknown_regression
1468732,bug_unknown_regression
1468738,regression
1468830,bug_unknown_regression
1468961,regression
1468967,bug_unknown_regression
1468972,nobug
1468980,nobug
1469015,bug_unknown_regression
1469042,bug_unknown_regression
1469052,bug_unknown_regression
1469072,nobug
1469081,bug_unknown_regression
1469098,regression
1469152,regression
1469184,regression
1469208,bug_unknown_regression
1469257,regression
1469309,regression
1469314,bug_unknown_regression
1469505,regression
1469525,nobug
1469534,regression
1469558,regression
1469559,regression
1469592,nobug
1469600,nobug
1469651,nobug
1469657,regression
1469698,nobug
1469714,nobug
1469719,nobug
1469799,regression
1469801,nobug
1469879,bug_unknown_regression
1469902,nobug
1469914,bug_unknown_regression
1469923,regression
1469929,regression
1469959,regression
1469980,nobug
1470015,nobug
1470023,nobug
1470108,nobug
1470115,regression
1470123,regression
1470151,nobug
1470154,regression
1470201,nobug
1470280,nobug
1470295,regression
1470299,regression
1470311,regression
1470324,nobug
1470333,nobug
1470339,nobug
1470341,regression
1470355,bug_unknown_regression
1470365,nobug
1470377,bug_no_regression
1470382,regression
1470397,regression
1470406,regression
1470409,bug_unknown_regression
1470410,bug_unknown_regression
1470419,bug_unknown_regression
1470493,nobug
1470591,nobug
1470620,regression
1470642,regression
1470684,regression
1470716,nobug
1470739,regression
1470783,nobug
1470793,nobug
1470807,nobug
1470811,nobug
1470830,nobug
1470841,bug_unknown_regression
1470842,nobug
1470873,nobug
1470907,regression
1470935,regression
1470947,regression
1470964,nobug
1471015,nobug
1471025,nobug
1471062,nobug
1471066,nobug
1471095,bug_unknown_regression
1471102,nobug
1471160,bug_no_regression
1471230,bug_no_regression
1471233,bug_unknown_regression
1471306,regression
1471385,bug_unknown_regression
1471437,regression
1471459,bug_unknown_regression
1471535,nobug
1471542,nobug
1471552,bug_unknown_regression
1471571,nobug
1471572,nobug
1471573,nobug
1471577,nobug
1471620,nobug
1471700,bug_unknown_regression
1471769,regression
1471805,bug_unknown_regression
1471853,nobug
1471868,bug_unknown_regression
1471882,regression
1471890,regression
1471895,regression
1471914,regression
1471932,regression
1471935,bug_unknown_regression
1471943,bug_unknown_regression
1471959,bug_unknown_regression
1472110,regression
1472175,bug_no_regression
1472216,bug_unknown_regression
1472321,regression
1472364,regression
1472474,regression
1472491,nobug
1472526,regression
1472602,regression
1472613,regression
1472641,bug_unknown_regression
1472684,bug_unknown_regression
1472686,bug_no_regression
1472688,nobug
1472830,nobug
1472835,regression
1472859,bug_unknown_regression
1472889,regression
1472925,regression
1472933,bug_unknown_regression
1473041,bug_unknown_regression
1473055,bug_unknown_regression
1473060,bug_unknown_regression
1473142,nobug
1473146,nobug
1473156,nobug
1473195,nobug
1473200,nobug
1473201,bug_unknown_regression
1473289,regression
1473495,bug_unknown_regression
1473718,bug_unknown_regression
1473808,regression
1473828,bug_unknown_regression
1473904,regression
1473978,nobug
1474084,nobug
1474124,nobug
1474130,nobug
1474131,nobug
1474139,nobug
1474140,nobug
1474142,regression
1474143,nobug
1474155,nobug
1474159,regression
1474163,regression
1474284,regression
1474340,nobug
1474342,nobug
1474368,regression
1474557,regression
1474561,bug_unknown_regression
1474626,bug_unknown_regression
1474670,regression
1474681,nobug
1474793,nobug
1474821,regression
1474879,bug_unknown_regression
1474912,regression
1474972,bug_unknown_regression
1474981,regression
1474986,regression
1475066,bug_unknown_regression
1475091,nobug
1475097,nobug
1475210,regression
1475261,bug_no_regression
1475431,regression
1475501,regression
1475556,nobug
1475557,nobug
1475681,regression
1475722,bug_unknown_regression
1475769,regression
1475899,nobug
1475971,regression
1475973,bug_unknown_regression
1475974,regression
1475999,regression
1476036,regression
1476128,bug_unknown_regression
1476142,nobug
1476149,regression
1476231,nobug
1476254,regression
1476317,regression
1476327,regression
1476383,regression
1476403,nobug
1476405,nobug
1476416,nobug
1476432,nobug
1476442,nobug
1476479,regression
1476524,regression
1476526,nobug
1476550,nobug
1476554,regression
1476567,bug_unknown_regression
1476605,regression
1476635,regression
1476902,bug_no_regression
1476929,regression
1476967,nobug
1477039,regression
1477079,regression
1477213,nobug
1477224,nobug
1477235,nobug
1477249,regression
1477277,regression
1477294,regression
1477297,regression
1477393,nobug
1477427,regression
1477430,regression
1477432,nobug
1477488,regression
1477576,nobug
1477579,nobug
1477591,regression
1477616,nobug
1477622,nobug
1477626,nobug
1477627,nobug
1477628,nobug
1477632,nobug
1477653,regression
1477667,nobug
1477669,nobug
1477670,nobug
1477671,nobug
1477672,nobug
1477674,nobug
1477676,nobug
1477679,regression
1477684,regression
1477693,regression
1477697,regression
1477754,regression
1477847,regression
1477895,bug_unknown_regression
1478048,bug_unknown_regression
1478102,regression
1478124,nobug
1478219,nobug
1478305,nobug
1478308,nobug
1478431,bug_unknown_regression
1478449,bug_unknown_regression
1478502,nobug
1478509,regression
1478549,regression
1478560,regression
1478576,bug_unknown_regression
1478606,nobug
1478614,regression
1478618,nobug
1478621,nobug
1478625,bug_unknown_regression
1478635,nobug
1478650,nobug
1478692,bug_unknown_regression
1478735,bug_unknown_regression
1478800,bug_unknown_regression
1478943,regression
1479053,nobug
1479071,regression
1479221,regression
1479236,nobug
1479241,nobug
1479245,nobug
1479251,regression
1479302,regression
1479309,nobug
1479310,nobug
1479312,nobug
1479313,nobug
1479318,nobug
1479468,bug_unknown_regression
1479484,nobug
1479492,nobug
1479498,regression
1479521,regression
1479536,bug_unknown_regression
1479569,nobug
1479570,nobug
1479627,regression
1479631,regression
1479719,nobug
1479749,bug_unknown_regression
1479764,nobug
1479773,bug_unknown_regression
1479945,nobug
1480027,regression
1480118,bug_unknown_regression
1480144,nobug
1480179,regression
1480244,nobug
1480262,nobug
1480310,nobug
1480319,nobug
1480327,nobug
1480373,bug_unknown_regression
1480459,bug_unknown_regression
1480576,nobug
1480607,nobug
1480628,nobug
1480637,nobug
1480641,nobug
1480643,nobug
1480645,nobug
1480674,bug_unknown_regression
1480686,bug_unknown_regression
1480697,regression
1480793,regression
1480804,regression
1480956,regression
1480972,bug_unknown_regression
1480995,regression
1481157,regression
1481270,nobug
1481337,nobug
