bug_id,label
1543839,"enhancement"
1527511,"defect"
1543645,"task"
1543492,"task"
1544764,"enhancement"
1544767,"enhancement"
1545778,"task"
1546196,"enhancement"
1231208,"task"
1541229,"enhancement"
1542673,"defect"
1544866,"enhancement"
1542963,"enhancement"
1526380,"task"
1540891,"task"
1542875,"task"
52352,"task"
228448,"task"
241568,"task"
1417566,"defect"
1541479,"task"
1541513,"task"
1541600,"task"
1543582,"enhancement"
820859,"task"
1541612,"enhancement"
1542806,"enhancement"
1544470,"enhancement"
1531356,"enhancement"
1243372,"task"
1540783,"task"
1521597,"task"
1527656,"task"
1544038,"task"
968586,"enhancement"
1231788,"enhancement"
1542858,"task"
1544863,"task"
1479595,"task"
1540796,"task"
1543824,"task"
1311797,"task"
1540941,"defect"
1542042,"defect"
1542707,"defect"
1347710,"task"
1540301,"enhancement"
1541677,"task"
1542024,"task"
1543169,"task"
1545299,"task"
1545441,"task"
1545801,"task"
1545821,"task"
1545822,"task"
1545843,"task"
1015800,"enhancement"
1512063,"task"
253889,"task"
598587,"enhancement"
1477949,"task"
1491244,"task"
1509029,"task"
1522440,"task"
1524539,"defect"
1535656,"defect"
1544012,"task"
1545394,"enhancement"
1322426,"task"
1543005,"enhancement"
1294771,"task"
1541137,"task"
1542002,"task"
1546210,"task"
1529687,"task"
1541839,"enhancement"
866964,"enhancement"
713208,"enhancement"
785000,"task"
806258,"enhancement"
807801,"enhancement"
818194,"enhancement"
922304,"task"
956390,"enhancement"
959738,"enhancement"
967690,"task"
990982,"task"
1061389,"task"
1191003,"enhancement"
1196627,"enhancement"
1196803,"enhancement"
1200286,"enhancement"
1224912,"task"
1289886,"task"
1480469,"task"
1524700,"task"
1541926,"task"
1543719,"enhancement"
1442496,"enhancement"
1542744,"enhancement"
1545033,"enhancement"
1512730,"defect"
1544770,"enhancement"
1459450,"defect"
1545806,"defect"
1509669,"defect"
1545855,"defect"
1534022,"defect"
1543221,"task"
1543232,"task"
1545260,"task"
1264543,"enhancement"
1314057,"task"
1541563,"task"
1543999,"enhancement"
1544530,"task"
1545132,"task"
1032080,"task"
554655,"enhancement"
785083,"enhancement"
898273,"enhancement"
1021795,"defect"
1086311,"enhancement"
1124148,"task"
1188428,"task"
1195290,"task"
1216300,"enhancement"
1224612,"enhancement"
1231392,"task"
1238832,"enhancement"
1241904,"enhancement"
1276335,"enhancement"
1281057,"enhancement"
1281087,"task"
1282304,"enhancement"
1284380,"enhancement"
1285998,"enhancement"
1296032,"task"
1303342,"task"
1308550,"enhancement"
1318452,"enhancement"
1318458,"enhancement"
1333886,"enhancement"
1343533,"task"
1344879,"defect"
1346837,"defect"
1349068,"task"
1351895,"task"
1364285,"enhancement"
1372631,"enhancement"
1380336,"defect"
1388371,"defect"
1390112,"enhancement"
1390903,"task"
1399519,"task"
1400972,"defect"
1425783,"task"
1425792,"defect"
1426956,"enhancement"
1428194,"task"
1454011,"task"
1474066,"task"
1482475,"task"
1497497,"defect"
1498992,"enhancement"
1506258,"defect"
1510282,"enhancement"
1512024,"defect"
1514041,"task"
1540859,"enhancement"
1540860,"enhancement"
1541555,"task"
1541918,"enhancement"
1318984,"enhancement"
1541502,"enhancement"
1543756,"enhancement"
1544126,"enhancement"
1543332,"task"
1543817,"enhancement"
1538974,"defect"
1545272,"task"
1196619,"task"
1243200,"task"
1426870,"task"
1541546,"task"
1542179,"task"
1543808,"task"
1545425,"task"
1545430,"task"
1545440,"task"
1546046,"task"
1541332,"task"
1528622,"defect"
1544149,"enhancement"
1544076,"enhancement"
1543133,"enhancement"
1543136,"enhancement"
1276002,"task"
1543280,"task"
132035,"enhancement"
1501942,"task"
1515923,"task"
1518161,"task"
1519765,"task"
1528172,"task"
1541096,"task"
1438872,"task"
952539,"enhancement"
980749,"enhancement"
1543324,"enhancement"
1336227,"enhancement"
1542118,"task"
1544501,"enhancement"
1540440,"defect"
1540849,"task"
1513835,"enhancement"
1543996,"task"
1544702,"task"
1544761,"enhancement"
1544118,"task"
1545312,"defect"
1318091,"enhancement"
1543826,"enhancement"
1523814,"enhancement"
1538797,"task"
1396329,"enhancement"
1529785,"enhancement"
1542643,"enhancement"
1542722,"enhancement"
1542991,"enhancement"
1538254,"task"
1546194,"task"
1546195,"task"
1545232,"task"
1544829,"task"
1545089,"task"
1541190,"enhancement"
1544347,"enhancement"
1544459,"enhancement"
1446040,"task"
1542863,"enhancement"
1538810,"task"
1542581,"defect"
1541251,"enhancement"
1543388,"enhancement"
1544686,"task"
1537881,"task"
1541570,"task"
1541599,"task"
1541006,"enhancement"
1538201,"defect"
1545402,"task"
1541387,"task"
1542567,"task"
1542568,"enhancement"
1534305,"task"
1275545,"task"
1541062,"task"
1541858,"enhancement"
1543244,"task"
684062,"enhancement"
1541562,"task"
1541564,"task"
1545193,"task"
1543997,"task"
1544852,"task"
1544885,"task"
1533630,"defect"
1530907,"task"
1534759,"task"
1541404,"enhancement"
1541810,"task"
1542190,"enhancement"
1543055,"defect"
1544709,"enhancement"
1541289,"task"
1355941,"task"
1262846,"enhancement"
1340910,"enhancement"
1465771,"defect"
1531065,"task"
744303,"enhancement"
1133170,"enhancement"
1508807,"defect"
1544424,"task"
1335740,"task"
1437246,"enhancement"
1294514,"enhancement"
1539385,"task"
1543273,"task"
1534818,"task"
1543406,"task"
1543519,"task"
1543821,"task"
1544436,"enhancement"
1544559,"enhancement"
1536697,"defect"
1522225,"enhancement"
1545552,"task"
1544612,"task"
1544050,"task"
1544596,"enhancement"
1497822,"enhancement"
1542479,"enhancement"
1529234,"task"
1542305,"task"
1542683,"task"
1545365,"task"
1536003,"task"
1425355,"enhancement"
1543282,"task"
1539843,"defect"
1541148,"task"
1542282,"task"
1545772,"defect"
1545845,"task"
1539393,"defect"
1539835,"task"
1540668,"task"
1546310,"enhancement"
1541877,"task"
1543514,"enhancement"
1279789,"task"
1279790,"task"
1544543,"defect"
1540910,"defect"
1543362,"enhancement"
1273706,"enhancement"
1278697,"enhancement"
1292878,"task"
1445923,"task"
1542932,"task"
1542934,"task"
1541489,"task"
1542019,"task"
1542826,"task"
1544517,"enhancement"
1541474,"defect"
1541421,"enhancement"
1541199,"enhancement"
1544799,"enhancement"
1152974,"enhancement"
1238436,"enhancement"
1258504,"enhancement"
1272458,"enhancement"
1276711,"enhancement"
1291827,"enhancement"
1296388,"enhancement"
1296390,"enhancement"
1299870,"enhancement"
1299968,"enhancement"
1299969,"enhancement"
1299970,"enhancement"
1299972,"enhancement"
1306434,"enhancement"
1306436,"enhancement"
1310655,"enhancement"
1310663,"enhancement"
1310672,"enhancement"
1311830,"enhancement"
1542894,"enhancement"
1538549,"task"
1542682,"task"
1304171,"task"
1545583,"task"
1543777,"defect"
1470004,"task"
1533212,"task"
179115,"enhancement"
1152434,"task"
1252298,"enhancement"
1281200,"enhancement"
1286448,"task"
1320977,"enhancement"
1363889,"task"
1376609,"enhancement"
1380437,"task"
1399721,"task"
1402894,"task"
1418204,"task"
1418205,"task"
1418378,"enhancement"
1420292,"enhancement"
1420295,"task"
1420771,"task"
1424787,"defect"
1427646,"task"
1427656,"task"
1431038,"defect"
1432095,"defect"
1433080,"defect"
1452018,"task"
1461492,"enhancement"
1463874,"task"
1469689,"task"
1469733,"defect"
1471417,"task"
1472318,"task"
1472896,"task"
1473958,"task"
1475687,"task"
1477163,"defect"
1480042,"defect"
1480473,"defect"
1480929,"task"
1481106,"task"
1481207,"defect"
1491850,"defect"
1493490,"task"
1493500,"task"
1493995,"task"
1493996,"task"
1495329,"task"
1495349,"task"
1497077,"task"
1497234,"task"
1497437,"defect"
1498362,"task"
1499417,"task"
1499697,"task"
1499905,"task"
1503483,"task"
1508261,"task"
1509332,"task"
1513955,"task"
1513981,"task"
1522342,"task"
1522344,"enhancement"
1522844,"defect"
1523172,"defect"
1524434,"task"
1525037,"task"
1525376,"task"
1525709,"task"
1525808,"task"
1527001,"task"
1527053,"defect"
1527485,"task"
1529365,"task"
1529406,"task"
1531968,"task"
1534307,"task"
1534315,"enhancement"
1535498,"enhancement"
1536275,"task"
1539908,"task"
1540425,"task"
1542882,"enhancement"
1543456,"defect"
1543489,"task"
1544189,"task"
1542100,"task"
1277528,"task"
1543385,"task"
1543871,"task"
1539040,"task"
1542409,"task"
1540839,"enhancement"
1542415,"task"
1501223,"enhancement"
1536759,"defect"
1539237,"task"
1396170,"enhancement"
1137039,"enhancement"
1545200,"defect"
1542312,"enhancement"
1545172,"enhancement"
1540408,"task"
1544216,"task"
1299435,"enhancement"
1541629,"task"
1546202,"task"
1542292,"enhancement"
1510021,"task"
1466267,"task"
1479174,"task"
1536846,"task"
1530250,"defect"
1533989,"defect"
1543315,"task"
1543966,"task"
1541428,"enhancement"
775628,"enhancement"
1240834,"enhancement"
1544948,"enhancement"
510394,"task"
693058,"enhancement"
1541977,"task"
1543122,"enhancement"
1543128,"task"
1541488,"task"
1518545,"task"
1518551,"task"
1541493,"enhancement"
1543279,"enhancement"
1541537,"task"
1545575,"task"
1541755,"task"
1541792,"task"
1543357,"enhancement"
925267,"enhancement"
1541426,"enhancement"
1541985,"enhancement"
1544583,"enhancement"
1541127,"task"
1532165,"defect"
1347013,"task"
1540394,"defect"
1541124,"task"
1540828,"task"
1541121,"enhancement"
1428647,"task"
1544379,"task"
1543212,"task"
1536079,"task"
1541089,"enhancement"
1542367,"enhancement"
417472,"task"
1523276,"task"
1541269,"task"
1544574,"enhancement"
1507237,"task"
1543836,"enhancement"
1543247,"enhancement"
1260877,"enhancement"
1519312,"enhancement"
1074114,"defect"
1544568,"task"
1546136,"enhancement"
1535273,"task"
1543974,"task"
1543981,"task"
1544374,"task"
1546101,"defect"
1543159,"defect"
1479588,"defect"
1542778,"enhancement"
1542779,"enhancement"
1542781,"enhancement"
1542782,"enhancement"
1542783,"enhancement"
1542785,"enhancement"
1542786,"enhancement"
1542788,"enhancement"
1542791,"enhancement"
1544505,"enhancement"
1543143,"task"
44393,"task"
128590,"enhancement"
653726,"enhancement"
693483,"enhancement"
694304,"enhancement"
710285,"enhancement"
737523,"enhancement"
738799,"enhancement"
742634,"enhancement"
746812,"enhancement"
751484,"enhancement"
772154,"enhancement"
773627,"enhancement"
776366,"enhancement"
794313,"enhancement"
797089,"enhancement"
810493,"enhancement"
820234,"enhancement"
821270,"task"
825830,"enhancement"
826217,"enhancement"
842423,"enhancement"
849662,"defect"
849902,"enhancement"
852054,"task"
852130,"enhancement"
852259,"enhancement"
859581,"task"
860117,"enhancement"
863179,"enhancement"
865341,"enhancement"
882297,"enhancement"
892272,"enhancement"
894386,"enhancement"
897851,"task"
898268,"enhancement"
903608,"enhancement"
905054,"enhancement"
908784,"enhancement"
910205,"enhancement"
913582,"enhancement"
918306,"enhancement"
922900,"enhancement"
922907,"enhancement"
930933,"enhancement"
935517,"enhancement"
942709,"enhancement"
951577,"defect"
956608,"enhancement"
957606,"enhancement"
963759,"enhancement"
970195,"task"
974363,"task"
979423,"task"
980442,"enhancement"
980892,"enhancement"
984748,"enhancement"
985051,"enhancement"
995763,"enhancement"
1001202,"enhancement"
1003236,"task"
1014217,"enhancement"
1014275,"enhancement"
1014902,"enhancement"
1015358,"enhancement"
1016242,"enhancement"
1021008,"enhancement"
1025493,"enhancement"
1026871,"enhancement"
1030869,"enhancement"
1038605,"enhancement"
1038848,"enhancement"
1044552,"enhancement"
1045385,"enhancement"
1045562,"enhancement"
1055503,"enhancement"
1056445,"enhancement"
1056846,"enhancement"
1060436,"enhancement"
1067949,"enhancement"
1070785,"enhancement"
1074210,"enhancement"
1074351,"enhancement"
1074589,"enhancement"
1075798,"enhancement"
1077495,"enhancement"
1077682,"enhancement"
1088191,"enhancement"
1092993,"enhancement"
1096529,"enhancement"
1098284,"enhancement"
1098647,"enhancement"
1107574,"enhancement"
1120290,"enhancement"
1121718,"enhancement"
1131484,"enhancement"
1132047,"enhancement"
1132059,"enhancement"
1132061,"enhancement"
1132065,"enhancement"
1142861,"task"
1145960,"task"
1146776,"enhancement"
1152458,"enhancement"
1152496,"enhancement"
1156811,"enhancement"
1157227,"enhancement"
1161404,"enhancement"
1167051,"enhancement"
1167582,"enhancement"
1170487,"enhancement"
1171217,"enhancement"
1171837,"enhancement"
1177950,"task"
1178482,"task"
1179508,"task"
1183753,"enhancement"
1185841,"task"
1190753,"task"
1192045,"enhancement"
1193827,"task"
1195970,"enhancement"
1196291,"enhancement"
1196621,"enhancement"
1196623,"enhancement"
1197678,"enhancement"
1199088,"enhancement"
1199092,"task"
1202436,"task"
1202675,"enhancement"
1205656,"enhancement"
1205659,"enhancement"
1212203,"enhancement"
1220278,"enhancement"
1223236,"enhancement"
1224099,"task"
1225902,"enhancement"
1226173,"enhancement"
1233168,"enhancement"
1233420,"enhancement"
1236652,"task"
1237148,"enhancement"
1237178,"enhancement"
1237180,"enhancement"
1240487,"enhancement"
1241281,"enhancement"
1245034,"enhancement"
1246165,"enhancement"
1252334,"enhancement"
1263487,"enhancement"
1264667,"task"
1266977,"enhancement"
1268086,"task"
1272773,"task"
1273046,"task"
1274491,"enhancement"
1275332,"enhancement"
1279600,"enhancement"
1281195,"task"
1283322,"task"
1285268,"enhancement"
1285404,"enhancement"
1285585,"task"
1286727,"enhancement"
1290223,"enhancement"
1293444,"enhancement"
1293800,"enhancement"
1298871,"enhancement"
1302392,"task"
1302627,"enhancement"
1304246,"task"
1306373,"enhancement"
1309706,"task"
1315804,"enhancement"
1317399,"task"
1317765,"enhancement"
1318464,"enhancement"
1320689,"enhancement"
1320945,"enhancement"
1323213,"enhancement"
1323239,"enhancement"
1324011,"enhancement"
1324273,"enhancement"
1325772,"enhancement"
1326000,"enhancement"
1329064,"enhancement"
1329264,"defect"
1329271,"enhancement"
1329830,"enhancement"
1329999,"enhancement"
1332066,"enhancement"
1333883,"enhancement"
1334833,"task"
1339746,"enhancement"
1341318,"task"
1343611,"defect"
1344083,"enhancement"
1344422,"defect"
1345407,"defect"
1347009,"defect"
1348437,"defect"
1350081,"task"
1350424,"task"
1350863,"defect"
1351374,"task"
1351785,"enhancement"
1353037,"enhancement"
1353270,"task"
1353729,"enhancement"
1355245,"task"
1355476,"task"
1356299,"task"
1359474,"task"
1362385,"task"
1363649,"enhancement"
1365707,"task"
1368615,"defect"
1371148,"defect"
1381505,"enhancement"
1381958,"task"
1382738,"task"
1383520,"defect"
1384310,"defect"
1385735,"defect"
1386115,"defect"
1386950,"defect"
1388658,"defect"
1395730,"task"
1396160,"task"
1396171,"enhancement"
1397075,"defect"
1397953,"defect"
1402900,"defect"
1403272,"task"
1404173,"task"
1406004,"defect"
1407215,"task"
1407262,"defect"
1408102,"task"
1419630,"defect"
1419895,"task"
1421024,"enhancement"
1421072,"defect"
1422213,"task"
1422520,"defect"
1427922,"task"
1428690,"defect"
1430330,"task"
1430368,"task"
1430375,"task"
1430385,"task"
1431514,"task"
1435417,"defect"
1436945,"defect"
1437227,"defect"
1438475,"defect"
1441901,"task"
1442105,"task"
1443868,"task"
1448919,"task"
1448949,"defect"
1449785,"defect"
1450916,"defect"
1452291,"task"
1452731,"defect"
1454758,"task"
1457023,"defect"
1458167,"defect"
1460974,"defect"
1461839,"task"
1464480,"defect"
1471749,"defect"
1472316,"task"
1472444,"defect"
1473195,"task"
1473241,"task"
1473620,"defect"
1478889,"defect"
1480482,"enhancement"
1480938,"task"
1493992,"task"
1495209,"task"
1496895,"task"
1497025,"task"
1497363,"defect"
1502906,"enhancement"
1504313,"defect"
1507265,"task"
1512760,"task"
1513380,"task"
1513650,"defect"
1513790,"defect"
1518508,"task"
1518897,"task"
1521180,"enhancement"
1521883,"task"
1522340,"enhancement"
1523137,"defect"
1523718,"task"
1524278,"defect"
1525049,"task"
1526538,"task"
1527528,"task"
1529136,"task"
1532985,"defect"
1533086,"defect"
1533582,"task"
1534280,"enhancement"
1536547,"enhancement"
1538780,"defect"
1540836,"enhancement"
1541217,"defect"
1541220,"enhancement"
1541407,"task"
1542147,"enhancement"
1542169,"enhancement"
1542569,"enhancement"
1543301,"task"
1543516,"enhancement"
1543652,"task"
1545002,"enhancement"
1545310,"enhancement"
1545330,"enhancement"
1520365,"enhancement"
1531005,"enhancement"
1535563,"enhancement"
1540512,"enhancement"
1542540,"enhancement"
1543556,"enhancement"
1544279,"enhancement"
1544280,"enhancement"
1544287,"enhancement"
1545198,"enhancement"
1498425,"defect"
1543724,"enhancement"
1545109,"task"
1545994,"enhancement"
1526209,"defect"
1541118,"enhancement"
1541213,"enhancement"
1541702,"enhancement"
1541717,"enhancement"
1542215,"enhancement"
1543347,"enhancement"
1543413,"enhancement"
1543636,"task"
1544346,"enhancement"
1544348,"enhancement"
1545155,"task"
85601,"enhancement"
104960,"enhancement"
256274,"enhancement"
306840,"task"
399396,"task"
499593,"task"
500500,"enhancement"
544979,"defect"
548615,"enhancement"
568516,"enhancement"
568953,"enhancement"
578700,"task"
595357,"enhancement"
648417,"enhancement"
651693,"enhancement"
663566,"enhancement"
670457,"task"
674996,"enhancement"
712442,"task"
724052,"enhancement"
731892,"task"
741643,"enhancement"
744841,"enhancement"
746437,"task"
746911,"enhancement"
765723,"enhancement"
775698,"task"
783842,"enhancement"
784581,"task"
805434,"enhancement"
806359,"enhancement"
811181,"enhancement"
811542,"enhancement"
812294,"task"
813450,"enhancement"
813540,"enhancement"
816409,"enhancement"
817236,"task"
822011,"enhancement"
822518,"task"
840640,"enhancement"
861640,"task"
864513,"task"
865395,"enhancement"
872763,"task"
875219,"enhancement"
888320,"enhancement"
890678,"task"
894668,"task"
903441,"task"
910387,"enhancement"
914579,"enhancement"
918941,"enhancement"
923225,"task"
935315,"enhancement"
938411,"enhancement"
942302,"enhancement"
951104,"task"
958195,"enhancement"
980150,"task"
984617,"task"
985247,"task"
985248,"task"
997779,"enhancement"
998451,"defect"
999700,"enhancement"
1025129,"enhancement"
1030942,"task"
1033225,"enhancement"
1066789,"enhancement"
1071143,"task"
1074102,"enhancement"
1082213,"task"
1098939,"enhancement"
1105570,"enhancement"
1107640,"enhancement"
1122579,"enhancement"
1124074,"enhancement"
1127041,"enhancement"
1130266,"task"
1130876,"enhancement"
1147820,"enhancement"
1150081,"enhancement"
1171764,"enhancement"
1178765,"enhancement"
1185052,"enhancement"
1188199,"enhancement"
1188411,"task"
1189360,"task"
1205133,"enhancement"
1221864,"enhancement"
1223866,"enhancement"
1223869,"enhancement"
1223870,"enhancement"
1223880,"enhancement"
1224422,"enhancement"
1226914,"enhancement"
1229464,"task"
1229478,"task"
1229479,"task"
1231777,"enhancement"
1236928,"enhancement"
1237489,"enhancement"
1239510,"task"
1240692,"enhancement"
1241290,"task"
1243581,"enhancement"
1244460,"task"
1244513,"enhancement"
1247024,"task"
1254428,"enhancement"
1254929,"task"
1256578,"task"
1262134,"enhancement"
1270952,"task"
1272193,"defect"
1273019,"enhancement"
1276712,"enhancement"
1276715,"enhancement"
1282074,"enhancement"
1289929,"task"
1291777,"enhancement"
1294313,"enhancement"
1295985,"enhancement"
1299996,"enhancement"
1302212,"enhancement"
1302328,"enhancement"
1302337,"enhancement"
1306215,"enhancement"
1306216,"enhancement"
1306217,"enhancement"
1306507,"task"
1311790,"enhancement"
1312587,"enhancement"
1312610,"enhancement"
1312611,"enhancement"
1312613,"enhancement"
1312619,"enhancement"
1312621,"enhancement"
1313691,"enhancement"
1313889,"defect"
1315239,"enhancement"
1316865,"enhancement"
1322944,"enhancement"
1323663,"enhancement"
1323667,"enhancement"
1323940,"enhancement"
1325169,"enhancement"
1329161,"task"
1335586,"task"
1336401,"task"
1336676,"enhancement"
1339987,"enhancement"
1340901,"enhancement"
1341152,"task"
1343356,"task"
1353524,"enhancement"
1362154,"enhancement"
1366030,"defect"
1366092,"defect"
1367103,"task"
1367105,"enhancement"
1367146,"task"
1367170,"defect"
1369080,"defect"
1369082,"defect"
1376567,"defect"
1407467,"defect"
1416900,"defect"
1421182,"defect"
1422930,"task"
1424752,"task"
1425588,"task"
1434791,"defect"
1436474,"enhancement"
1436695,"task"
1437174,"task"
1445738,"task"
1455897,"task"
1458126,"defect"
1461237,"defect"
1471758,"defect"
1472563,"defect"
1473698,"defect"
1481479,"defect"
1488878,"defect"
1494266,"enhancement"
1500492,"defect"
1502473,"task"
1507666,"defect"
1508062,"task"
1508469,"defect"
1511485,"enhancement"
1511647,"task"
1519412,"enhancement"
1527013,"defect"
1527015,"defect"
1528708,"enhancement"
1528775,"defect"
1528986,"defect"
1529669,"defect"
1530577,"task"
1531495,"enhancement"
1534292,"enhancement"
1534401,"task"
1536688,"defect"
1538635,"enhancement"
1538720,"defect"
1538740,"defect"
1539038,"task"
1539399,"task"
1539400,"task"
1539501,"enhancement"
1539654,"defect"
1539730,"enhancement"
1539848,"task"
1540090,"task"
1540119,"task"
1540217,"task"
1540324,"defect"
1540376,"defect"
1540639,"enhancement"
1540646,"task"
1540733,"enhancement"
1540919,"task"
1540935,"enhancement"
1541072,"defect"
1541076,"enhancement"
1541093,"task"
1541173,"enhancement"
1541208,"enhancement"
1541246,"enhancement"
1541370,"task"
1541373,"task"
1541375,"defect"
1541398,"task"
1541425,"enhancement"
1541455,"enhancement"
1541471,"enhancement"
1541478,"task"
1541511,"task"
1541593,"task"
1541671,"defect"
1541705,"enhancement"
1541708,"defect"
1541794,"enhancement"
1541892,"task"
1541905,"defect"
1541963,"task"
1541965,"task"
1541966,"task"
1541975,"enhancement"
1541980,"enhancement"
1542003,"enhancement"
1542058,"enhancement"
1542170,"enhancement"
1542645,"enhancement"
1542676,"enhancement"
1542754,"enhancement"
1542803,"enhancement"
1542807,"task"
1542881,"task"
1542885,"enhancement"
1542898,"enhancement"
1542929,"task"
1542938,"enhancement"
1542967,"enhancement"
1543039,"enhancement"
1543054,"task"
1543065,"enhancement"
1543138,"task"
1543139,"task"
1543201,"enhancement"
1543225,"defect"
1543259,"enhancement"
1543381,"task"
1543441,"enhancement"
1543485,"enhancement"
1543522,"enhancement"
1543570,"task"
1543598,"enhancement"
1543600,"task"
1543674,"enhancement"
1543698,"task"
1543761,"task"
1543804,"defect"
1543811,"enhancement"
1544143,"enhancement"
1544177,"defect"
1544232,"task"
1544233,"task"
1544553,"defect"
1544724,"enhancement"
1544766,"task"
1544788,"enhancement"
1544804,"task"
1544821,"enhancement"
1544868,"task"
1544877,"task"
1544939,"task"
1544951,"defect"
1544958,"enhancement"
1545000,"enhancement"
1545001,"enhancement"
1545034,"defect"
1545069,"enhancement"
1545131,"enhancement"
1545215,"enhancement"
1545383,"task"
1545423,"task"
1545495,"task"
1545567,"defect"
1545755,"enhancement"
1545761,"enhancement"
1545859,"task"
1545981,"defect"
1545989,"defect"
1546074,"enhancement"
1546112,"task"
1546189,"task"
1546270,"defect"
1435661,"defect"
1541154,"task"
1543434,"enhancement"
1118066,"enhancement"
1513276,"enhancement"
1533606,"enhancement"
1539324,"defect"
1539681,"defect"
1540677,"enhancement"
1543544,"task"
1488884,"enhancement"
1498931,"enhancement"
1544837,"enhancement"
1545202,"task"
1545211,"task"
435025,"task"
704252,"enhancement"
766458,"enhancement"
771339,"enhancement"
806775,"enhancement"
859040,"enhancement"
887024,"enhancement"
897240,"task"
897568,"task"
908307,"enhancement"
909803,"task"
916766,"enhancement"
922204,"task"
952848,"enhancement"
960728,"task"
972530,"enhancement"
973370,"enhancement"
982970,"enhancement"
989624,"enhancement"
995550,"enhancement"
1003107,"task"
1021925,"enhancement"
1027879,"enhancement"
1048287,"enhancement"
1071473,"task"
1110276,"enhancement"
1134512,"enhancement"
1152884,"defect"
1160381,"task"
1161214,"enhancement"
1164213,"enhancement"
1169553,"enhancement"
1171759,"enhancement"
1171927,"enhancement"
1209335,"enhancement"
1209353,"task"
1229558,"task"
1244315,"enhancement"
1260287,"enhancement"
1260291,"enhancement"
1262859,"task"
1271373,"enhancement"
1284245,"defect"
1293594,"enhancement"
1316517,"enhancement"
1319136,"enhancement"
1323139,"task"
1327037,"defect"
1327432,"defect"
1333131,"task"
1337383,"task"
1388248,"enhancement"
1413050,"enhancement"
1440275,"task"
1441310,"task"
1505282,"enhancement"
1522042,"task"
1530138,"enhancement"
1531311,"enhancement"
1532139,"defect"
1536205,"task"
1536293,"enhancement"
1536902,"enhancement"
1540291,"task"
1541000,"enhancement"
1541275,"enhancement"
1541278,"enhancement"
1541411,"task"
1541631,"task"
1541633,"task"
1541638,"task"
1541639,"task"
1541643,"task"
1541645,"task"
1541646,"task"
1541844,"enhancement"
1542348,"enhancement"
1542357,"enhancement"
1542369,"enhancement"
1543291,"enhancement"
1543613,"enhancement"
1543628,"task"
1543782,"enhancement"
1543785,"task"
1544099,"task"
1544694,"task"
1544696,"enhancement"
1544697,"task"
1544762,"enhancement"
1544864,"task"
1544967,"enhancement"
1545165,"enhancement"
1545257,"enhancement"
1545356,"defect"
1545739,"enhancement"
1546109,"task"
1546152,"task"
1420251,"defect"
370480,"enhancement"
423754,"enhancement"
492557,"enhancement"
516362,"enhancement"
572114,"defect"
